id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0433,OA (2011) to OA (2021) Exact Fit Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=OA+%282011%29+to+OA+%282021%29+Exact+Fit+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0434,Wards (2011) to Census Merged Wards (2011) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Wards+%282011%29+to+Census+Merged+Wards+%282011%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0435,WPC (2010) to WPC (2024) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=WPC+%282010%29+to+WPC+%282024%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0436,ITL 2021 to ITL 2025 Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=ITL+2021+to+ITL+2025+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0437,LAU2 to LAU1 to NUTS3 to NUTS2 to NUTS1 Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=LAU2+to+LAU1+to+NUTS3+to+NUTS2+to+NUTS1+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0438,LAD to NUTS3 to NUTS2 to NUTS1 Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=LAD+to+NUTS3+to+NUTS2+to+NUTS1+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0439,LAD to ITL3 to ITL2 to ITL1 Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=LAD+to+ITL3+to+ITL2+to+ITL1+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0440,Postcode (May 2021) to OA21 to LSOA21 to MSOA21 to LAD Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+%28May+2021%29+to+OA21+to+LSOA21+to+MSOA21+to+LAD+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0441,Postcode to Postcode Sector to Postcode District to Postcode Area (March 2021) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+Postcode+Sector+to+Postcode+District+to+Postcode+Area+%28March+2021%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0442,Postcode to Postcode Sector to Postcode District to Postcode Area to OA (August 2022) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+Postcode+Sector+to+Postcode+District+to+Postcode+Area+to+OA+%28August+2022%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0443,OA (2021) to Postcode Sector (May 2021) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=OA+%282021%29+to+Postcode+Sector+%28May+2021%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0444,Postcode to OA (2021) to LSOA to MSOA to LAD Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+OA+%282021%29+to+LSOA+to+MSOA+to+LAD+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0445,Postcode to OA (2021) to LSOA to MSOA with Area Classifications,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+OA+%282021%29+to+LSOA+to+MSOA+with+Area+Classifications,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0446,Postcode to OA (2021) to LSOA to MSOA to LTLA to UTLA to CAUTH Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+OA+%282021%29+to+LSOA+to+MSOA+to+LTLA+to+UTLA+to+CAUTH+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0447,Postcode to Westminster Parliamentary Constituencies (July 2024) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+Westminster+Parliamentary+Constituencies+%28July+2024%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0448,Postcode to OA (2011) to LSOA to MSOA to LAD Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+OA+%282011%29+to+LSOA+to+MSOA+to+LAD+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0449,Postcode to OA (2011) to LSOA to MSOA with Area Classifications,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+OA+%282011%29+to+LSOA+to+MSOA+with+Area+Classifications,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0450,OA (2011) to Postcode Sector (2011) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=OA+%282011%29+to+Postcode+Sector+%282011%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0451,Postcode to Parish to Ward to LAD (2011) Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Postcode+to+Parish+to+Ward+to+LAD+%282011%29+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0452,Output Area (2021) to BUA to LAD to Region (April 2024) Best Fit Lookup,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Geography lookup,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Output+Area+%282021%29+to+BUA+to+LAD+to+Region+%28April+2024%29+Best+Fit+Lookup,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0453,Combined Authorities Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Combined+Authorities+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0454,Counties Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Counties+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0455,Counties and Unitary Authorities Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Counties+and+Unitary+Authorities+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0456,Countries Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Countries+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0457,County Electoral Divisions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=County+Electoral+Divisions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0458,Local Authority Districts Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Local+Authority+Districts+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0459,Local Government Districts (NI) Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Local+Government+Districts+%28NI%29+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0460,Local Planning Authorities Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Local+Planning+Authorities+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0461,Metropolitan Counties Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Metropolitan+Counties+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0462,Non-Civil Parished Areas Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Non-Civil+Parished+Areas+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0463,Parishes Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Parishes+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0464,Regions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Regions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0465,Wards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Wards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0466,Built-up Areas Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Built-up+Areas+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0467,Built-up Area Sub Divisions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Built-up+Area+Sub+Divisions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0468,Census Area Statistics Wards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Census+Area+Statistics+Wards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0469,Census Merged Local Authority Districts Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Census+Merged+Local+Authority+Districts+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0470,Census Merged Wards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Census+Merged+Wards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0471,Scottish Data Zones Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Scottish+Data+Zones+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0472,Scottish Intermediate Zones Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Scottish+Intermediate+Zones+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0473,Lower Layer Super Output Areas Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Lower+Layer+Super+Output+Areas+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0474,Middle Layer Super Output Areas Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Middle+Layer+Super+Output+Areas+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0475,Standard Table Wards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Standard+Table+Wards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0476,Statistical Wards Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Statistical+Wards+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0477,Travel to Work Areas Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=Travel+to+Work+Areas+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0478,European Electoral Regions Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=European+Electoral+Regions+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
inq-0479,London Assembly Constituencies Names and Codes,Office for National Statistics,ONS Open Geography Portal,United Kingdom,UK,Geospatial / GIS,Names and codes,Lookup / identifiers | Context,GIS | Spatial join | Geocoding | Statistical geography,administrative / statistical geography,versioned,United Kingdom,Shapefile | GeoJSON | CSV | ArcGIS REST,Open,Open Government Licence v3.0,Official,https://geoportal.statistics.gov.uk/search?q=London+Assembly+Constituencies+Names+and+Codes,official_search_query,indexed_family_from_official_portal,,Official ONS Open Geography search URL; import resolver should replace with current ArcGIS item URL when uniquely resolved.,2026-09-04
